1024,4242,8201,2865,1,1882
1024,5538,10106,3308,2,3859
1024,6790,12850,3558,3,3823
1024,6759,13160,3583,4,3817
1024,6807,13005,3580,5,3835
1024,6753,13029,3659,6,3836
1024,6760,12966,3699,7,3855
1024,6787,12790,3546,8,3812
1024,6759,12920,3548,9,3828
1024,6700,13022,3707,10,3813
1024,6481,12165,3312,11,1952
1024,5189,9963,3373,12,3837
1024,6823,12960,3597,13,3856
1024,6800,12898,3556,14,3861
1024,6766,12920,3617,15,3833
1024,6772,12952,3532,16,3837
1024,6796,12905,3580,17,3812
1024,6784,12929,3549,18,3828
1024,6841,12930,3642,19,3882
1024,6816,12967,3668,20,3843
1024,6784,12924,3551,21,3824
1024,6792,12975,3617,22,3849
1024,6802,12786,3672,23,2616
1024,4467,8711,2811,24,3840
1024,6790,12724,3687,25,3833
1024,6827,12776,3555,26,3823
1024,6794,13118,3540,27,3850
1024,6766,12978,3588,28,3827
1024,6780,12893,3651,29,3823
1024,6793,13046,3719,30,3843
1024,6823,12887,3606,31,3837
1024,6761,12828,3652,32,3833
1024,6771,13152,3536,33,3823
1024,6759,12889,3528,34,3813
1024,6784,13255,3612,35,3829
1024,4106,7480,2505,36,3835
1024,6813,13037,3716,37,3849
1024,6841,13002,3587,38,3846
1024,6811,12876,3595,39,3818
1024,6782,12846,3610,40,3838
1024,6804,12830,3597,41,3840
1024,6745,12745,3711,42,3825
1024,6801,12800,3554,43,3813
1024,6801,12818,3579,44,3841
1024,6780,12751,3606,45,3820
1024,6778,13111,3935,46,3815
1024,6818,12877,3529,47,3815
1024,4438,7942,2417,48,3041
1024,6815,13026,3680,49,3838
1024,6808,12927,4041,50,3833
1024,6754,12877,3517,51,3819
1024,6869,12840,3596,52,3847
1024,6785,12702,3839,53,3854
1024,6814,12726,3528,54,3849
1024,6810,12856,3574,55,3835
1024,6819,12939,3653,56,3853
1024,6824,13099,3573,57,3832
1024,6768,12773,3634,58,3826
1024,6810,13068,3708,59,3827
1024,5115,9229,2773,60,1930
1024,6440,12662,3708,61,3828
1024,6783,12926,3581,62,3832
1024,6788,12739,3509,63,3831
1024,6791,12878,3873,64,3841
1024,6841,12884,3605,65,3843
1024,6784,12810,3816,66,3828
1024,6815,13265,4002,67,3853
1024,6814,13049,3756,68,3853
1024,6804,13017,3515,69,3846
1024,6777,12678,3635,70,3817
1024,6809,13119,3691,71,3846
1024,5550,10689,3111,72,1913
1024,6077,11763,3403,73,3843
1024,6859,13012,3684,74,3857
1024,6836,12878,3549,75,3828
1024,6813,12773,3687,76,3825
1024,6796,13006,3538,77,3809
1024,6819,12921,3630,78,3832
1024,6819,12747,3544,79,3817
1024,6798,12894,3567,80,3820
1024,6823,12927,3583,81,3844
1024,6808,13149,3577,82,3840
1024,6855,12894,3561,83,3843
1024,6144,11706,3404,84,1908
1024,5384,10241,2990,85,3823
1024,6825,12894,3703,86,3817
1024,6792,12761,3527,87,3845
1024,6781,13221,3677,88,3834
1024,6789,12787,3611,89,3820
1024,6802,12756,3573,90,3827
1024,6812,13013,3630,91,3845
1024,6762,12913,3797,92,3815
1024,6827,12949,3476,93,3802
1024,6770,12586,3437,94,3827
1024,6817,12907,3625,95,3832
1024,6769,12799,3603,96,2551
1024,4493,8881,2750,97,3858
1024,6818,12811,3584,98,3832
1024,6800,12891,3777,99,3805
1024,6790,12733,3455,100,3818
1024,6790,12670,3525,101,3826
1024,6787,12824,3450,102,3829
1024,6790,12668,3498,103,3828
1024,6826,12705,3565,104,3892
1024,6853,12765,3583,105,3831
1024,6780,12785,3492,106,3830
1024,6827,12972,3647,107,3851
1024,6818,12801,3767,108,3858
1024,3900,7722,2470,109,3819
1024,6905,12933,3659,110,3831
1024,6790,12821,3416,111,3831
1024,6829,12620,3634,112,3838
1024,6817,12863,3683,113,3844
1024,6893,12717,3580,114,3846
1024,6834,12843,3605,115,3831
1024,6826,12858,3569,116,3844
1024,6832,12883,3552,117,3831
1024,6810,12846,3586,118,3825
1024,6810,12907,3568,119,3838
1024,6814,13285,3498,120,3844
1024,4826,8503,2715,121,1961
1024,6807,12884,3618,122,3816
1024,6848,12930,3613,123,3832
1024,6795,12723,3626,124,3847
1024,6832,12704,3502,125,3801
1024,6828,12913,3548,126,3833
1024,6817,13501,3530,127,3825
1024,6803,12795,3631,128,3818
1024,6827,12866,3537,129,3842
1024,6866,12969,3797,130,3846
1024,6793,13045,3695,131,3831
1024,6802,12977,3578,132,3822
1024,5451,9977,2888,133,1918
1024,6170,12645,3494,134,3839
1024,6835,12911,3855,135,3834
1024,6834,12882,3693,136,3822
1024,6843,12740,3622,137,3825
1024,6826,13015,3604,138,3829
1024,6833,13090,3910,139,3812
1024,6810,12724,3577,140,3824
1024,6843,12753,3563,141,3856
1024,6797,12972,3710,142,3824
1024,6847,12776,3622,143,3800
1024,6866,13149,3587,144,3853
1024,5946,10945,3209,145,1911
1024,5797,11015,3400,146,3850
1024,6861,12925,3701,147,3860
1024,6855,13286,3788,148,3831
1024,6823,12991,3505,149,3846
1024,6794,12765,3534,150,3823
1024,6799,12857,3783,151,3804
1024,6810,12761,3549,152,3836
1024,6862,12865,3659,153,3843
1024,6796,12885,3771,154,3825
1024,6794,13036,3639,155,3842
