3365,0,366684351500,1,2701
6506,0,366684351500,2,3819
6558,0,366684351500,3,3861
6515,0,366684351500,4,2871
6491,0,366684351500,5,3820
6506,0,366684351500,6,3836
6526,0,366684351500,7,3835
3410,0,366684351500,8,2864
6511,0,366684351500,9,3830
6513,0,366684351500,10,3842
6510,0,366684351500,11,3448
5998,0,366684351500,12,3889
6502,0,366684351500,13,3826
6550,0,366684351500,14,3840
4329,0,366684351500,15,2989
6517,0,366684351500,16,3837
6503,0,366684351500,17,3853
6563,0,366684351500,18,3312
6177,0,366684351500,19,3833
6506,0,366684351500,20,3822
6517,0,366684351500,21,3836
4221,0,366684351500,22,3079
6530,0,366684351500,23,3869
6549,0,366684351500,24,3838
6497,0,366684351500,25,3142
6335,0,366684351500,26,3838
6512,0,366684351500,27,3834
6523,0,366684351500,28,3818
4005,0,366684351500,29,3278
6504,0,366684351500,30,3833
6520,0,366684351500,31,3842
6524,0,366684351500,32,3041
6473,0,366684351500,33,3869
6669,0,366684351500,34,3830
6515,0,366684351500,35,3834
3825,0,366684351500,36,3449
6511,0,366684351500,37,3835
6557,0,366684351500,38,3841
6518,0,366684351500,39,2849
6506,0,366684351500,40,3842
6501,0,366684351500,41,3818
6520,0,366684351500,42,3796
4613,0,366684351500,43,3844
6567,0,366684351500,44,3845
6527,0,366684351500,45,3826
5824,0,366684351500,46,3495
6532,0,366684351500,47,3833
6534,0,366684351500,48,3831
6491,0,366684351500,49,2907
6513,0,366684351500,50,3842
6504,0,366684351500,51,3824
6505,0,366684351500,52,3834
3942,0,366684351500,53,3357
6556,0,366684351500,54,3839
6570,0,366684351500,55,3846
6521,0,366684351500,56,3014
6465,0,366684351500,57,3829
6520,0,366684351500,58,3829
6537,0,366684351500,59,3885
3942,0,366684351500,60,3424
6509,0,366684351500,61,3833
6553,0,366684351500,62,3836
6532,0,366684351500,63,3836
6530,0,366684351500,64,3837
4500,0,366684351500,65,3826
6533,0,366684351500,66,3828
6523,0,366684351500,67,3823
5988,0,366684351500,68,3370
6537,0,366684351500,69,3836
6513,0,366684351500,70,3877
6655,0,366684351500,71,2890
6530,0,366684351500,72,3841
6517,0,366684351500,73,3838
6554,0,366684351500,74,3832
3610,0,366684351500,75,2723
6532,0,366684351500,76,3842
6514,0,366684351500,77,3825
6509,0,366684351500,78,3598
5861,0,366684351500,79,3844
6531,0,366684351500,80,3838
6530,0,366684351500,81,3837
4516,0,366684351500,82,2805
6541,0,366684351500,83,3844
6525,0,366684351500,84,3845
6499,0,366684351500,85,3493
6136,0,366684351500,86,3848
6539,0,366684351500,87,3829
6518,0,366684351500,88,3835
4327,0,366684351500,89,2995
6536,0,366684351500,90,3833
6524,0,366684351500,91,3821
6571,0,366684351500,92,3242
6240,0,366684351500,93,3836
6522,0,366684351500,94,3840
6609,0,366684351500,95,3833
4033,0,366684351500,96,3295
6523,0,366684351500,97,3848
6606,0,366684351500,98,3839
6507,0,366684351500,99,2982
6542,0,366684351500,100,3837
6521,0,366684351500,101,3830
6532,0,366684351500,102,3848
3847,0,366684351500,103,3468
6532,0,366684351500,104,3836
6557,0,366684351500,105,3841
6519,0,366684351500,106,2889
6511,0,366684351500,107,3849
6717,0,366684351500,108,3836
6536,0,366684351500,109,3847
3577,0,366684351500,110,2752
6523,0,366684351500,111,3836
6528,0,366684351500,112,3829
6709,0,366684351500,113,3499
6008,0,366684351500,114,3830
6542,0,366684351500,115,3852
6533,0,366684351500,116,3828
4367,0,366684351500,117,2952
6535,0,366684351500,118,3828
6713,0,366684351500,119,3836
6525,0,366684351500,120,3257
6378,0,366684351500,121,3831
6541,0,366684351500,122,3831
6552,0,366684351500,123,3837
3998,0,366684351500,124,3308
6572,0,366684351500,125,3829
6561,0,366684351500,126,3844
6517,0,366684351500,127,2916
6550,0,366684351500,128,3835
6549,0,366684351500,129,3820
6546,0,366684351500,130,3869
6191,0,366684351500,131,3845
6540,0,366684351500,132,3838
6566,0,366684351500,133,3827
4164,0,366684351500,134,3163
6548,0,366684351500,135,3835
6607,0,366684351500,136,3834
6535,0,366684351500,137,3038
6471,0,366684351500,138,3831
6562,0,366684351500,139,3838
6547,0,366684351500,140,3842
3800,0,366684351500,141,3514
6558,0,366684351500,142,3844
6555,0,366684351500,143,3848
6545,0,366684351500,144,2891
6561,0,366684351500,145,3826
6615,0,366684351500,146,3849
6545,0,366684351500,147,3845
3527,0,366684351500,148,2797
6533,0,366684351500,149,3832
6540,0,366684351500,150,3830
6588,0,366684351500,151,3499
6046,0,366684351500,152,3848
6541,0,366684351500,153,3832
6552,0,366684351500,154,3841
4343,0,366684351500,155,3009
6552,0,366684351500,156,3848
6535,0,366684351500,157,3828
6525,0,366684351500,158,3261
6243,0,366684351500,159,3828
6541,0,366684351500,160,3825
6549,0,366684351500,161,3914
5761,0,366684351500,162,3850
6542,0,366684351500,163,3832
6531,0,366684351500,164,3837
5526,0,366684351500,165,3821
6581,0,366684351500,166,3829
6560,0,366684351500,167,3847
5705,0,366684351500,168,3678
6555,0,366684351500,169,3843
6535,0,366684351500,170,3831
6580,0,366684351500,171,2908
6581,0,366684351500,172,3830
6539,0,366684351500,173,3839
6517,0,366684351500,174,2891
6554,0,366684351500,175,3834
6563,0,366684351500,176,3829
6556,0,366684351500,177,3334
6173,0,366684351500,178,3825
6707,0,366684351500,179,3830
6559,0,366684351500,180,3841
6579,0,366684351500,181,3843
4283,0,366684351500,182,3067
6533,0,366684351500,183,3824
6540,0,366684351500,184,3827
6561,0,366684351500,185,3224
6349,0,366684351500,186,3936
6686,0,366684351500,187,3828
6559,0,366684351500,188,3809
3951,0,366684351500,189,3389
6556,0,366684351500,190,3844
6585,0,366684351500,191,3847
6534,0,366684351500,192,2875
6551,0,366684351500,193,3832
6543,0,366684351500,194,3830
6550,0,366684351500,195,3830
3606,0,366684351500,196,2757
6560,0,366684351500,197,3839
6546,0,366684351500,198,3835
6560,0,366684351500,199,3502
6009,0,366684351500,200,3835
6545,0,366684351500,201,3859
6592,0,366684351500,202,3857
4347,0,366684351500,203,3032
6545,0,366684351500,204,3833
6543,0,366684351500,205,3821
6562,0,366684351500,206,3239
6365,0,366684351500,207,3829
6571,0,366684351500,208,3852
6551,0,366684351500,209,3838
4016,0,366684351500,210,3325
6572,0,366684351500,211,3834
6588,0,366684351500,212,3865
6563,0,366684351500,213,2878
6555,0,366684351500,214,3830
6551,0,366684351500,215,3834
6553,0,366684351500,216,3842
4535,0,366684351500,217,3831
6567,0,366684351500,218,3821
6559,0,366684351500,219,3831
6275,0,366684351500,220,3116
6575,0,366684351500,221,3836
6577,0,366684351500,222,3828
6549,0,366684351500,223,3098
6432,0,366684351500,224,3815
6557,0,366684351500,225,3833
6551,0,366684351500,226,3837
4548,0,366684351500,227,3868
6627,0,366684351500,228,3831
6570,0,366684351500,229,3826
3658,0,366684351500,230,2687
6602,0,366684351500,231,3837
6597,0,366684351500,232,3840
6555,0,366684351500,233,3496
6037,0,366684351500,234,3825
6567,0,366684351500,235,3832
6572,0,366684351500,236,3835
4347,0,366684351500,237,3029
6719,0,366684351500,238,3904
6625,0,366684351500,239,3836
6567,0,366684351500,240,3089
6490,0,366684351500,241,3833
6592,0,366684351500,242,3841
6550,0,366684351500,243,3886
3893,0,366684351500,244,3607
6564,0,366684351500,245,3829
6572,0,366684351500,246,3826
6579,0,366684351500,247,2890
6569,0,366684351500,248,3848
6710,0,366684351500,249,3836
6571,0,366684351500,250,3850
3334,0,366684351500,251,3013
6578,0,366684351500,252,3855
6554,0,366684351500,253,3826
6600,0,366684351500,254,3226
6325,0,366684351500,255,3839
6419,0,366594042892,1,3774
6515,0,366594042892,6,3839
6507,0,366594042892,11,2877
6524,0,366594042892,16,3849
6546,0,366594042892,21,3846
6531,0,366594042892,26,3839
3502,0,366594042892,31,2822
6548,0,366594042892,36,3834
6504,0,366594042892,41,3830
6540,0,366594042892,46,3483
5997,0,366594042892,51,3840
6513,0,366594042892,56,3835
6510,0,366594042892,61,3837
4393,0,366594042892,66,2944
6541,0,366594042892,71,3856
6544,0,366594042892,76,3845
6513,0,366594042892,81,3347
6179,0,366594042892,86,3849
6525,0,366594042892,91,3826
6555,0,366594042892,96,3844
4191,0,366594042892,101,3147
6524,0,366594042892,106,3848
6531,0,366594042892,111,3843
6590,0,366594042892,116,3125
6436,0,366594042892,121,3861
6533,0,366594042892,126,3832
6529,0,366594042892,131,3825
5558,0,366594042892,136,3843
6574,0,366594042892,141,3851
6548,0,366594042892,146,3860
5783,0,366594042892,151,3840
6556,0,366594042892,156,3841
6550,0,366594042892,161,3854
4572,0,366594042892,166,2809
6558,0,366594042892,171,3841
6563,0,366594042892,176,3843
6536,0,366594042892,181,3455
6058,0,366594042892,186,3833
6562,0,366594042892,191,3854
6572,0,366594042892,196,3843
4299,0,366594042892,201,3062
6568,0,366594042892,206,3838
6554,0,366594042892,211,3844
6571,0,366594042892,216,3172
6389,0,366594042892,221,3848
6590,0,366594042892,226,3854
6552,0,366594042892,231,3841
3994,0,366594042892,236,3369
6576,0,366594042892,241,3835
6584,0,366594042892,246,3834
6554,0,366594042892,251,2888
