4,16,8,
2,16,7,
2,16,7,
1,16,9,
2,16,8,
2,16,20,
2,16,8,
1,16,8,
2,16,8,
8,16,8,
2,16,7,
1,16,4,
2,16,14,
7,16,8,
2,16,13,
2,32,3,
3,32,3,
3,32,3,
1,32,1,
2,32,2,
3,32,3,
2,32,2,
2,32,2,
3,32,4,
4,32,3,
1,32,1,
3,32,3,
3,32,3,
2,32,2,
2,32,2,
3,32,3,
3,48,3,
1,48,1,
3,48,4,
3,48,3,
3,48,4,
4,48,4,
3,48,4,
2,48,3,
3,48,3,
3,48,3,
3,48,3,
1,48,1,
3,48,4,
3,48,3,
3,48,3,
3,48,3,
3,64,4,
4,64,4,
1,64,1,
3,64,3,
4,64,3,
3,64,3,
3,64,3,
4,64,13,
4,64,3,
1,64,1,
4,64,3,
4,64,5,
4,64,4,
4,64,3,
4,64,4,
4,64,4,
4,80,4,
5,80,5,
5,80,4,
5,80,4,
5,80,4,
4,80,5,
4,80,4,
5,80,4,
5,80,10,
5,80,5,
5,80,5,
5,80,4,
5,80,4,
5,80,5,
5,80,5,
2,80,3,
5,96,12,
5,96,5,
5,96,6,
5,96,5,
6,96,11,
5,96,5,
2,96,2,
4,96,4,
5,96,5,
5,96,5,
5,96,5,
5,96,6,
5,96,6,
3,96,2,
5,96,5,
5,96,5,
5,112,6,
6,112,5,
6,112,6,
7,112,5,
3,112,2,
6,112,5,
6,112,6,
6,112,6,
11,112,6,
6,112,6,
6,112,6,
5,112,5,
6,112,6,
6,112,5,
6,112,5,
6,112,5,
6,128,6,
6,128,7,
6,128,6,
6,128,6,
7,128,6,
7,128,7,
6,128,6,
12,128,7,
6,128,6,
3,128,3,
6,128,6,
6,128,6,
6,128,7,
6,128,6,
6,128,6,
6,128,6,
3,144,3,
7,144,6,
7,144,6,
4,144,9,
7,144,6,
7,144,7,
7,144,7,
7,144,7,
7,144,7,
7,144,7,
3,144,3,
7,144,14,
6,144,6,
7,144,7,
7,144,7,
7,144,8,
7,160,8,
7,160,8,
7,160,8,
7,160,7,
7,160,7,
7,160,8,
7,160,7,
7,160,7,
3,160,4,
15,160,8,
7,160,13,
7,160,8,
12,160,8,
10,160,8,
13,160,7,
4,160,3,
8,176,9,
8,176,8,
4,176,3,
8,176,8,
7,176,7,
8,176,8,
9,176,8,
8,176,8,
8,176,8,
8,176,8,
9,176,8,
8,176,12,
7,176,7,
23,176,8,
8,176,12,
8,176,8,
9,192,9,
9,192,9,
8,192,4,
9,192,9,
8,192,8,
9,192,8,
9,192,8,
8,192,8,
9,192,9,
9,192,12,
4,192,4,
9,192,8,
9,192,10,
9,192,9,
9,192,14,
9,192,9,
9,208,9,
15,208,9,
9,208,9,
15,208,9,
9,208,10,
14,208,8,
9,208,19,
10,208,9,
4,208,4,
9,208,10,
9,208,9,
10,208,9,
9,208,9,
9,208,13,
9,208,10,
7,208,4,
16,224,9,
10,224,10,
10,224,10,
9,224,9,
10,224,10,
10,224,10,
9,224,9,
10,224,10,
10,224,10,
10,224,10,
10,224,10,
9,224,10,
10,224,9,
10,224,10,
10,224,10,
10,224,17,
4,240,5,
16,240,19,
25,240,11,
10,240,17,
9,240,9,
10,240,10,
10,240,10,
11,240,10,
10,240,11,
10,240,9,
4,240,4,
10,240,10,
10,240,10,
10,240,18,
10,240,16,
10,240,10,
10,256,10,
5,256,5,
11,256,11,
11,256,10,
11,256,11,
11,256,11,
11,256,10,
18,256,11,
11,256,11,
11,256,46,
17,256,12,
10,256,10,
11,256,11,
11,256,11,
11,256,10,
5,256,5,
