6,16,17,
0,16,24,
0,16,34,
0,16,44,
0,16,54,
0,16,64,
0,16,74,
0,16,87,
0,16,94,
1,16,107,
1,16,117,
1,16,127,
2,16,137,
7,16,147,
1,16,157,
2,32,162,
2,32,173,
2,32,182,
2,32,193,
1,32,201,
1,32,211,
1,32,221,
1,32,231,
1,32,241,
1,32,251,
1,32,261,
1,32,271,
1,32,281,
1,32,291,
1,32,301,
1,32,311,
1,48,321,
1,48,331,
1,48,341,
1,48,351,
1,48,361,
1,48,371,
1,48,381,
1,48,391,
2,48,401,
1,48,411,
1,48,421,
5,48,431,
1,48,441,
1,48,451,
1,48,461,
1,48,471,
5,64,481,
1,64,491,
1,64,501,
1,64,511,
1,64,521,
1,64,531,
1,64,541,
1,64,552,
1,64,561,
1,64,571,
2,64,581,
1,64,591,
1,64,602,
11,64,614,
3,64,623,
4,64,633,
4,80,645,
4,80,654,
4,80,665,
4,80,674,
4,80,684,
4,80,694,
4,80,704,
5,80,714,
2,80,722,
2,80,732,
2,80,742,
2,80,753,
2,80,762,
3,80,775,
2,80,782,
3,80,795,
2,96,802,
2,96,812,
3,96,822,
6,96,832,
2,96,842,
2,96,852,
2,96,862,
2,96,877,
3,96,882,
2,96,892,
2,96,902,
2,96,913,
3,96,922,
2,96,932,
2,96,942,
2,96,952,
2,112,962,
2,112,972,
2,112,982,
2,112,992,
2,112,1005,
2,112,1013,
2,112,1025,
3,112,1032,
2,112,1042,
2,112,1052,
2,112,1062,
2,112,1072,
2,112,1082,
2,112,1092,
3,112,1102,
2,112,1112,
2,128,1124,
2,128,1133,
2,128,1143,
2,128,1153,
6,128,1163,
3,128,1173,
2,128,1184,
3,128,1193,
2,128,1203,
2,128,1213,
2,128,1223,
2,128,1233,
3,128,1243,
2,128,1253,
2,128,1262,
2,128,1272,
4,144,1283,
3,144,1293,
3,144,1303,
3,144,1313,
3,144,1323,
3,144,1333,
3,144,1343,
4,144,1353,
3,144,1363,
3,144,1373,
3,144,1383,
3,144,1393,
3,144,1403,
3,144,1413,
3,144,1423,
3,144,1433,
4,160,1443,
4,160,1454,
3,160,1463,
3,160,1473,
3,160,1483,
3,160,1493,
3,160,1503,
3,160,1514,
4,160,1523,
3,160,1533,
3,160,1543,
3,160,1553,
3,160,1563,
3,160,1573,
3,160,1586,
3,160,1593,
3,176,1603,
3,176,1613,
4,176,1623,
4,176,1633,
3,176,1643,
3,176,1653,
3,176,1667,
4,176,1673,
3,176,1688,
3,176,1693,
4,176,1703,
4,176,1713,
4,176,1723,
3,176,1733,
3,176,1743,
3,176,1753,
4,192,1764,
4,192,1775,
4,192,1784,
8,192,1798,
8,192,18010,
9,192,1818,
8,192,1828,
9,192,1838,
9,192,1848,
8,192,1858,
9,192,1869,
8,192,1878,
9,192,1888,
8,192,1899,
4,192,1904,
7,192,1914,
5,208,1924,
5,208,1935,
4,208,1944,
4,208,1954,
4,208,1965,
4,208,1974,
4,208,1987,
4,208,1994,
4,208,2004,
4,208,2014,
4,208,2024,
5,208,2034,
5,208,2044,
8,208,2058,
8,208,2068,
8,208,2078,
9,224,2089,
9,224,2099,
10,224,2109,
9,224,2119,
10,224,21210,
17,224,2139,
9,224,21410,
9,224,2159,
16,224,2169,
4,224,2174,
4,224,2184,
4,224,2195,
4,224,2204,
4,224,2215,
4,224,2225,
4,224,2234,
4,240,2245,
5,240,2255,
4,240,2265,
4,240,2275,
4,240,2284,
4,240,2294,
5,240,2304,
4,240,2314,
4,240,2325,
5,240,2334,
4,240,2344,
5,240,2358,
5,240,2365,
5,240,2374,
4,240,2384,
4,240,2394,
5,256,2409,
11,256,2415,
5,256,2425,
5,256,2435,
5,256,2445,
5,256,2456,
5,256,2465,
10,256,2477,
5,256,2485,
6,256,2495,
6,256,2505,
5,256,2515,
6,256,2525,
5,256,2535,
5,256,2545,
5,256,2555,
5,272,2568,
5,272,2575,
6,272,2586,
5,272,2595,
6,272,2605,
5,272,2615,
5,272,2625,
8,272,2635,
5,272,2645,
5,272,2656,
5,272,2665,
5,272,2675,
8,272,2685,
5,272,2696,
6,272,2705,
7,272,2715,
5,288,2728,
9,288,2735,
5,288,2745,
5,288,2755,
5,288,2765,
5,288,2775,
5,288,2786,
5,288,2795,
5,288,2805,
5,288,2815,
6,288,2825,
6,288,2835,
5,288,2846,
9,288,2855,
6,288,2865,
5,288,2875,
6,304,2889,
10,304,2896,
6,304,2909,
6,304,2916,
6,304,2926,
6,304,2936,
6,304,2947,
6,304,2956,
7,304,2967,
7,304,2976,
7,304,2986,
7,304,2996,
7,304,3006,
10,304,3016,
7,304,3026,
6,304,3035,
9,320,3046,
6,320,3056,
6,320,3067,
7,320,3076,
6,320,30810,
6,320,3096,
6,320,3106,
6,320,3116,
6,320,3126,
6,320,3136,
6,320,3147,
6,320,3156,
12,320,3166,
6,320,3176,
9,320,3187,
6,320,3196,
10,336,3209,
6,336,3217,
6,336,3226,
6,336,32310,
6,336,3246,
6,336,3257,
6,336,3266,
6,336,3276,
10,336,3286,
6,336,3296,
7,336,3306,
6,336,3316,
6,336,3326,
6,336,3336,
7,336,3346,
6,336,3358,
6,352,3366,
6,352,3377,
7,352,3386,
9,352,3396,
6,352,3407,
6,352,3416,
11,352,3426,
6,352,3437,
6,352,3447,
6,352,3456,
7,352,3466,
6,352,3477,
6,352,3486,
6,352,3496,
6,352,3507,
6,352,3516,
7,368,3527,
8,368,3537,
8,368,3547,
7,368,3557,
8,368,3567,
8,368,3577,
8,368,3589,
8,368,3597,
7,368,3607,
7,368,3617,
7,368,3627,
7,368,3637,
7,368,3647,
8,368,3657,
7,368,3667,
7,368,3677,
7,384,3687,
8,384,3697,
7,384,3708,
7,384,3717,
11,384,3727,
7,384,3737,
8,384,3747,
7,384,3757,
8,384,3767,
7,384,3777,
7,384,3787,
7,384,3797,
7,384,3807,
7,384,3818,
8,384,3827,
8,384,3837,
7,400,3847,
8,400,3857,
8,400,3867,
12,400,3877,
7,400,3887,
12,400,3898,
7,400,3907,
7,400,3917,
8,400,39210,
7,400,3938,
7,400,3948,
7,400,3957,
7,400,3967,
7,400,3977,
11,400,3988,
11,400,39912,
9,416,4008,
8,416,4018,
8,416,4028,
8,416,4038,
8,416,4048,
8,416,4058,
8,416,4068,
13,416,40712,
9,416,4088,
8,416,4098,
8,416,4108,
8,416,4118,
8,416,4128,
8,416,4138,
8,416,4148,
8,416,41511,
8,432,4168,
9,432,4178,
8,432,4188,
11,432,4198,
8,432,4208,
9,432,4219,
11,432,4229,
8,432,4238,
9,432,4248,
8,432,42510,
9,432,42610,
8,432,4279,
9,432,4288,
8,432,4298,
8,432,4309,
9,432,4318,
9,448,4328,
8,448,4338,
9,448,4349,
8,448,4359,
8,448,4369,
9,448,43711,
8,448,4388,
9,448,4398,
8,448,4408,
9,448,4418,
8,448,4429,
12,448,44312,
8,448,4448,
9,448,4458,
8,448,4468,
8,448,44713,
9,464,4488,
8,464,44912,
12,464,4508,
9,464,4518,
9,464,45212,
13,464,4538,
10,464,4549,
8,464,4558,
8,464,4568,
9,464,4578,
8,464,45811,
13,464,4598,
8,464,4609,
9,464,4618,
8,464,4628,
9,464,4639,
12,480,4649,
9,480,4659,
10,480,4669,
9,480,46710,
10,480,4689,
9,480,4699,
10,480,4709,
10,480,4719,
9,480,47213,
9,480,4739,
9,480,4749,
14,480,4759,
9,480,4769,
9,480,4779,
9,480,4789,
10,480,4799,
10,496,48010,
10,496,4819,
9,496,48210,
10,496,4839,
9,496,4849,
14,496,4859,
9,496,48610,
9,496,4879,
9,496,4889,
9,496,4899,
9,496,4909,
9,496,4919,
13,496,4929,
9,496,4939,
9,496,4949,
14,496,4959,
12,512,4969,
13,512,49718,
12,512,49810,
10,512,4999,
9,512,50010,
10,512,5019,
9,512,5029,
13,512,5039,
9,512,50410,
13,512,5059,
9,512,50613,
9,512,50710,
10,512,5089,
11,512,5099,
10,512,5109,
10,512,5119,
10,528,51210,
