1024,4888,0,367032872188,1,2710
1024,3290,0,367032872188,26,1925
1024,6067,0,367032872188,51,3845
1024,6748,0,367032872188,76,3856
1024,6757,0,367032872188,101,3839
1024,6768,0,367032872188,126,3848
1024,6716,0,367032872188,151,3828
1024,6776,0,367032872188,176,3830
1024,6770,0,367032872188,201,3824
1024,6809,0,367032872188,226,3854
1024,6757,0,367032872188,251,3844
1024,6806,0,367032872188,276,3820
1024,6792,0,367032872188,301,3865
1024,6792,0,367032872188,326,3844
1024,6809,0,367032872188,351,3822
1024,6876,0,367032872188,376,3856
1024,6841,0,367032872188,401,3843
1024,6852,0,367032872188,426,3858
1024,6832,0,367032872188,451,3864
1024,6842,0,367032872188,476,3834
1024,6838,0,367032872188,501,3859
2048,13938,0,367032872188,526,8346
2048,13925,0,367032872188,551,8231
2048,14015,0,367032872188,576,8239
2048,14062,0,367032872188,601,8281
2048,14184,0,367032872188,626,8221
2048,13920,0,367032872188,651,8220
2048,13951,0,367032872188,676,8210
2048,13953,0,367032872188,701,8211
2048,13941,0,367032872188,726,8192
2048,14022,0,367032872188,751,8247
2048,14004,0,367032872188,776,8230
2048,14008,0,367032872188,801,8205
2048,14044,0,367032872188,826,8240
2048,14048,0,367032872188,851,8253
2048,14001,0,367032872188,876,8211
2048,13987,0,367032872188,901,6809
2048,7202,0,367032872188,926,8236
2048,14001,0,367032872188,951,8199
2048,14064,0,367032872188,976,8202
2048,14040,0,367032872188,1001,8222
4096,46564,0,367032872188,1026,22270
4096,46517,0,367032872188,1051,12426
4096,46547,0,367032872188,1076,22236
4096,46638,0,367032872188,1101,22220
4096,41024,0,367032872188,1126,22262
4096,46804,0,367032872188,1151,22267
4096,46628,0,367032872188,1176,22291
4096,46821,0,367032872188,1201,22275
4096,46671,0,367032872188,1226,22392
4096,45241,0,367032872188,1251,13824
4096,46570,0,367032872188,1276,22228
4096,46807,0,367032872188,1301,22304
4096,42463,0,367032872188,1326,22668
4096,46604,0,367032872188,1351,22211
4096,46666,0,367032872188,1376,19613
4096,46904,0,367032872188,1401,22326
4096,46902,0,367032872188,1426,22276
4096,32322,0,367032872188,1451,16978
4096,46834,0,367032872188,1476,22283
4096,46910,0,367032872188,1501,22321
4096,31331,0,367032872188,1526,22271
4096,46725,0,367032872188,1551,22255
4096,46934,0,367032872188,1576,22376
4096,46742,0,367032872188,1601,22215
4096,47237,0,367032872188,1626,22305
4096,46713,0,367032872188,1651,13088
4096,46780,0,367032872188,1676,22235
4096,46977,0,367032872188,1701,22259
4096,24824,0,367032872188,1726,14811
4096,46943,0,367032872188,1751,22261
4096,46772,0,367032872188,1776,22276
4096,39970,0,367032872188,1801,22294
4096,47002,0,367032872188,1826,22439
4096,46832,0,367032872188,1851,22285
4096,46821,0,367032872188,1876,22198
4096,46845,0,367032872188,1901,22719
4096,33969,0,367032872188,1926,15561
4096,46851,0,367032872188,1951,22215
4096,46943,0,367032872188,1976,22251
4096,40422,0,367032872188,2001,22205
4096,46867,0,367032872188,2026,22228
8192,122626,0,367032872188,2051,63161
8192,137420,0,367032872188,2076,66097
8192,117601,0,367032872188,2101,66034
8192,137629,0,367032872188,2126,66038
8192,107742,0,367032872188,2151,66091
8192,137849,0,367032872188,2176,66071
8192,127874,0,367032872188,2201,66181
8192,137184,0,367032872188,2226,56423
8192,137257,0,367032872188,2251,66089
8192,136855,0,367032872188,2276,56413
8192,137492,0,367032872188,2301,65938
8192,137449,0,367032872188,2326,66024
8192,117590,0,367032872188,2351,65859
8192,137467,0,367032872188,2376,66057
8192,119287,0,367032872188,2401,65933
8192,137004,0,367032872188,2426,56483
8192,137366,0,367032872188,2451,65884
8192,117342,0,367032872188,2476,67118
8192,136840,0,367032872188,2501,57472
8192,137335,0,367032872188,2526,67951
8192,117482,0,367032872188,2551,66408
8192,138320,0,367032872188,2576,57617
8192,137246,0,367032872188,2601,67408
8192,117249,0,367032872188,2626,67157
8192,137830,0,367032872188,2651,67412
8192,129003,0,367032872188,2676,67755
8192,130493,0,367032872188,2701,63018
8192,137607,0,367032872188,2726,66066
8192,119771,0,367032872188,2751,65963
8192,137690,0,367032872188,2776,59610
8192,137235,0,367032872188,2801,65850
8192,120001,0,367032872188,2826,65991
8192,137084,0,367032872188,2851,66337
8192,98007,0,367032872188,2876,66334
8192,137155,0,367032872188,2901,66111
8192,127930,0,367032872188,2926,66346
8192,137162,0,367032872188,2951,65863
8192,117720,0,367032872188,2976,66168
8192,137265,0,367032872188,3001,58039
8192,137304,0,367032872188,3026,67586
8192,121596,0,367032872188,3051,62103
8192,137948,0,367032872188,3076,67219
8192,101976,0,367032872188,3101,63170
8192,137614,0,367032872188,3126,65885
8192,117687,0,367032872188,3151,65840
8192,137534,0,367032872188,3176,56239
8192,139420,0,367032872188,3201,65880
8192,117697,0,367032872188,3226,66049
8192,137856,0,367032872188,3251,65891
8192,119505,0,367032872188,3276,66063
8192,137172,0,367032872188,3301,46763
8192,137252,0,367032872188,3326,66160
8192,131390,0,367032872188,3351,64195
8192,137575,0,367032872188,3376,66039
8192,118497,0,367032872188,3401,65844
8192,129314,0,367032872188,3426,65970
8192,131780,0,367032872188,3451,62481
8192,137629,0,367032872188,3476,65984
8192,117717,0,367032872188,3501,65846
8192,137642,0,367032872188,3526,66362
8192,138108,0,367032872188,3551,65989
8192,137985,0,367032872188,3576,56296
8192,137730,0,367032872188,3601,67443
8192,117640,0,367032872188,3626,66728
8192,137996,0,367032872188,3651,67449
8192,117833,0,367032872188,3676,67502
8192,137675,0,367032872188,3701,57944
8192,137404,0,367032872188,3726,65960
8192,118874,0,367032872188,3751,67085
8192,137817,0,367032872188,3776,63494
8192,138167,0,367032872188,3801,66140
8192,128550,0,367032872188,3826,66017
8192,137938,0,367032872188,3851,66005
8192,89939,0,367032872188,3876,64449
8192,137771,0,367032872188,3901,66035
8192,127945,0,367032872188,3926,67144
8192,138879,0,367032872188,3951,66816
8192,137394,0,367032872188,3976,57649
8192,137877,0,367032872188,4001,67400
8192,118470,0,367032872188,4026,66608
8192,138169,0,367032872188,4051,67417
8192,108183,0,367032872188,4076,66045
16384,422167,0,367032872188,4101,224927
16384,443975,0,367032872188,4126,223476
16384,444354,0,367032872188,4151,233432
16384,422879,0,367032872188,4176,242871
16384,440426,0,367032872188,4201,240181
16384,443648,0,367032872188,4226,232923
16384,433846,0,367032872188,4251,233390
16384,416324,0,367032872188,4276,241225
16384,433788,0,367032872188,4301,242587
16384,434702,0,367032872188,4326,233190
16384,424529,0,367032872188,4351,242654
16384,434485,0,367032872188,4376,224108
16384,433503,0,367032872188,4401,232968
16384,443800,0,367032872188,4426,223354
16384,429338,0,367032872188,4451,242319
16384,433678,0,367032872188,4476,222906
16384,444239,0,367032872188,4501,223371
16384,433703,0,367032872188,4526,243045
16384,424697,0,367032872188,4551,222829
16384,426670,0,367032872188,4576,242727
16384,434528,0,367032872188,4601,233405
16384,427277,0,367032872188,4626,239594
16384,433443,0,367032872188,4651,242917
16384,424776,0,367032872188,4676,223116
16384,434334,0,367032872188,4701,223130
16384,407100,0,367032872188,4726,241528
16384,423006,0,367032872188,4751,232806
16384,433307,0,367032872188,4776,233365
16384,444318,0,367032872188,4801,222900
16384,433451,0,367032872188,4826,222690
16384,425105,0,367032872188,4851,223714
16384,423787,0,367032872188,4876,242645
16384,443263,0,367032872188,4901,233538
16384,423468,0,367032872188,4926,223325
16384,436391,0,367032872188,4951,239281
16384,413716,0,367032872188,4976,247238
16384,445231,0,367032872188,5001,233220
16384,433074,0,367032872188,5026,223391
16384,434052,0,367032872188,5051,233102
16384,435442,0,367032872188,5076,232862
16384,434120,0,367032872188,5101,227604
16384,433722,0,367032872188,5126,232954
16384,434516,0,367032872188,5151,233257
16384,425227,0,367032872188,5176,243199
16384,434445,0,367032872188,5201,233524
16384,442992,0,367032872188,5226,233565
16384,433598,0,367032872188,5251,242861
16384,445594,0,367032872188,5276,233525
16384,444606,0,367032872188,5301,233216
16384,434740,0,367032872188,5326,242805
16384,444234,0,367032872188,5351,232667
16384,434140,0,367032872188,5376,243257
16384,415484,0,367032872188,5401,242797
16384,433597,0,367032872188,5426,223568
16384,424301,0,367032872188,5451,243406
16384,444019,0,367032872188,5476,233274
16384,430258,0,367032872188,5501,236959
16384,443043,0,367032872188,5526,228265
